username|date|retweets|favorites|text|geo|mentions|hashtags|id|permalink
Verti_J|2015-10-04 05:33|0|1|"Gracias por la firma y la foto @GanqueGaming me alegraste el día carnal y al @GorilaNerdy de colado pic.twitter.com/agjAxy7uiV"||@GanqueGaming @GorilaNerdy||"650514055493345281"|https://twitter.com/Verti_J/status/650514055493345281
migumdr|2015-09-30 10:57|0|1|"Si quieres 50€ de descuento al contratar cualquier tipo de seguro con Verti , utiliza este código al realizar el pago: N100344Q05198H GRACIAS"||||"649145921658322944"|https://twitter.com/migumdr/status/649145921658322944
siento75|2015-09-27 14:13|0|1|"@EL_Vertiginoso gracias , Verti . Feliz domingo per té. Besitos."||@EL_Vertiginoso||"648108290191265792"|https://twitter.com/siento75/status/648108290191265792
yol_misma|2015-09-22 13:36|0|0|"@Pelayo_Seguros Pues ya pediré información más adelante, porque Verti deja bastante que desear... Muchas gracias !! Salu2 y buen día!!!"||@Pelayo_Seguros||"646286947812548609"|https://twitter.com/yol_misma/status/646286947812548609
Pea95573157|2015-09-18 15:05|0|0|"VERTI PLAN AMIGO N107983L05580R DESCUENTO EN TU SEGURO: Ya tengo un par de descuentos Gracias el poder de la gente. http:// bit.ly/1YjLCRp"||||"644859737985576961"|https://twitter.com/Pea95573157/status/644859737985576961
Josportal|2015-09-18 15:05|0|0|"#clausulasuelo VERTI PLAN AMIGO N107983L05580R DESCUENTO EN TU SEGURO: Ya tengo un par de descuentos Gracias e... http:// bit.ly/1P7Hf5P"|||#clausulasuelo|"644859730158989312"|https://twitter.com/Josportal/status/644859730158989312
JoseLM06|2015-09-18 15:05|0|0|"VERTI PLAN AMIGO N107983L05580R DESCUENTO EN TU SEGURO: Ya tengo un par de descuentos Gracias e... http:// bit.ly/1P7Hf5P #clausulasuelo"|||#clausulasuelo|"644859727009050624"|https://twitter.com/JoseLM06/status/644859727009050624
sabroso1374|2015-09-13 06:55|0|0|"@BoxAzteca7 son los mejores es transmisiones hoy gana vertí gracias"||@BoxAzteca7||"642924444327931904"|https://twitter.com/sabroso1374/status/642924444327931904
delzilenejgui30|2015-09-12 04:15|0|0|"@VickyRuffoWeb @victoriaruffo31 MIL VECES GRACIAS Queen!No sabes lo importantes q eres p nosotras verti y oírte. Que Dios te cuide siempre."||@VickyRuffoWeb @victoriaruffo31||"642521767588798468"|https://twitter.com/delzilenejgui30/status/642521767588798468
solange20896|2015-09-04 14:16|0|0|"Vamos que el martes nos vamos aa ver a estopaaa al hard rock! Gracias #verti ♡♡♡"|||#verti|"639774074655404032"|https://twitter.com/solange20896/status/639774074655404032
vertiseguros|2015-09-04 11:29|0|0|"@LUCIARODCAS Como te hemos dicho en otras ocasiones estamos a la espera de que escojas un Taller Verti . Un saludo y gracias ."||@LUCIARODCAS||"639732096341250048"|https://twitter.com/vertiseguros/status/639732096341250048
Silvanagaita|2015-08-30 16:28|1|1|"@EL_Vertiginoso Gracias Verti ;) Feliz domingo muaaa"||@EL_Vertiginoso||"637995305523380225"|https://twitter.com/Silvanagaita/status/637995305523380225
alejo_verti|2015-08-27 18:47|0|0|"@SussyBBTV gracias supongo"||@SussyBBTV||"636943027878105088"|https://twitter.com/alejo_verti/status/636943027878105088
jc_navarro9|2015-08-24 03:50|0|0|"@Verti _Gurls Gracias por seguirme, te devuelvo follow :) #TuitUtil http://www. tuitutil.net"||@Verti|#TuitUtil|"635630194456403969"|https://twitter.com/jc_navarro9/status/635630194456403969
Aidee_82hp|2015-08-19 22:12|0|0|"Gracias @PeugeotES @vodafone_es @graniniES @Vitaldent_es #verti .es @MagnumSpain #trina #Boteman @BurgerKing @orange_es x confiar en #BATB"||@PeugeotES @vodafone_es @graniniES @Vitaldent_es @MagnumSpain @BurgerKing @orange_es|#verti #trina #Boteman #BATB|"634095574426480640"|https://twitter.com/Aidee_82hp/status/634095574426480640
okRaPuN|2015-08-16 00:02|0|1|"@EL_Vertiginoso gracias !!!! verti ,viste q cachetona????"||@EL_Vertiginoso||"632673622084218880"|https://twitter.com/okRaPuN/status/632673622084218880
luismluque|2015-08-12 13:37|0|0|"@vertiseguros ya no hace falta gracias ., despues de la atencion que me han dado por telefono tengo claro que no quiero nada con verti"||@vertiseguros||"631429313645150208"|https://twitter.com/luismluque/status/631429313645150208
vertiseguros|2015-08-12 13:23|0|0|"@luismluque Hola Luis, gracias por interesarte en Verti ! Si nos pasas tus datos por DM, te llamamos para contártelo todo. Un saludo. :-)"||@luismluque||"631425879411945472"|https://twitter.com/vertiseguros/status/631425879411945472
MartinezLop|2015-07-22 14:07|0|0|"@vertiseguros gracias por no información.Y Talleres Verti de mecánica no hay en Toledo?y entonces?"||@vertiseguros||"623826804969730048"|https://twitter.com/MartinezLop/status/623826804969730048
fva2202|2015-07-22 10:26|0|1|"@vertiseguros gracias verti , la devolución se ha realizado correctamente. Buenos profesionales."||@vertiseguros||"623771076301078528"|https://twitter.com/fva2202/status/623771076301078528
SashaDixit|2015-07-07 13:38|0|1|"@EL_Vertiginoso Holaa Verti gracias muy buen día!"||@EL_Vertiginoso||"618383592662659072"|https://twitter.com/SashaDixit/status/618383592662659072
SashaDixit|2015-07-06 19:04|0|1|"@EL_Vertiginoso @touchy40 gracias Verti . .holaaa!"||@EL_Vertiginoso @touchy40||"618103306972463104"|https://twitter.com/SashaDixit/status/618103306972463104
SashaDixit|2015-07-03 18:39|0|1|"@EL_Vertiginoso gracias Verti . .holaaa feliz viernes! #FollowFriday"||@EL_Vertiginoso|#FollowFriday|"617009885708951552"|https://twitter.com/SashaDixit/status/617009885708951552
jmoral|2015-07-02 13:21|1|3|"@vertiseguros Da gusto cuando una compañía como Verti utiliza todos sus canales online para resolver un pequeño problema. Gracias !!!! #ecrm"||@vertiseguros|#ecrm|"616567402504024064"|https://twitter.com/jmoral/status/616567402504024064
chariparrado|2015-06-11 11:11|0|0|"@Alvaradoblog si quieres ahorrarte 50 euros en tu nueva poliza de cualquier seguro usa mi codigo amigo verti N102698508123W porfi RT, gracias"||@Alvaradoblog||"608924586294521856"|https://twitter.com/chariparrado/status/608924586294521856
MichelEnLaRed|2015-06-04 22:54|0|0|"@magp87 ¡ Gracias por compartir! #latituddevida #islascanarias ・・・ EL ARTE DEL CORPUS VERTI … http:// bit.ly/1eRRgb5 pic.twitter.com/l9P3X60Y5v"||@magp87|#latituddevida #islascanarias|"606564656749019136"|https://twitter.com/MichelEnLaRed/status/606564656749019136
alejo_verti|2015-06-03 20:14|0|0|"@german2025 gracias despues de todo parases buena gente :D"||@german2025||"606162152643125248"|https://twitter.com/alejo_verti/status/606162152643125248
ElTioChancletas|2015-05-26 14:22|0|0|"@MotaPresenta del Papa Piquillo y toa la familia calé. Vertí alguna lagrimilla con su compañero. Lo dicho, GRACIAS ."||@MotaPresenta||"603174427187089408"|https://twitter.com/ElTioChancletas/status/603174427187089408
SashaDixit|2015-05-20 13:16|0|1|"@EL_Vertiginoso gracias Verti . .jelouuu!"||@EL_Vertiginoso||"600983377035014144"|https://twitter.com/SashaDixit/status/600983377035014144
albertomc86|2015-05-11 22:00|0|0|"He ganado 0,50 € gracias a Verti Seguros y a Fairtime. Empieza a ganar dinero tú también con Fairtime http://www. fairtimeapp.com /"||||"597853779376091137"|https://twitter.com/albertomc86/status/597853779376091137
SashaDixit|2015-05-08 22:02|0|1|"@EL_Vertiginoso gracias Verti . .holaaa!"||@EL_Vertiginoso||"596767050216951808"|https://twitter.com/SashaDixit/status/596767050216951808
GomaxXx|2015-05-05 23:16|0|0|"@ojoatento , ¡muchas gracias ! Ya le vertí mi duda por ese medio. Quedo pendiente."||@ojoatento||"595698661197217793"|https://twitter.com/GomaxXx/status/595698661197217793
Jodid0extasis|2015-05-05 18:25|0|10|"¿Dónde me puedo comprar el traje del anuncip de Verti ? Gracias ."||||"595625422383128577"|https://twitter.com/Jodid0extasis/status/595625422383128577
NURIAPEREZ65|2015-05-05 12:12|0|0|"@los_secretos Os veo el 11 de mayo en el Hard Rock Café de Madrid. Gracias Cadena 100 y Verti Seguros"||@los_secretos||"595531442723098624"|https://twitter.com/NURIAPEREZ65/status/595531442723098624
NURIAPEREZ65|2015-05-05 12:10|0|0|"@CADENA100 Gracias a vosotros y a Verti Seguros por mi mejor regalo del día de la madre. Dos entradas para ver a Los Secretos el 11 de mayo"||@CADENA100||"595531087352324096"|https://twitter.com/NURIAPEREZ65/status/595531087352324096
do_0b|2015-04-27 22:14|0|0|"¿Como ye oh?! ¿helados gratis en la ofi!? :-O Hoy en #Verti gracias a "el reservón" ha comenzado el… https:// instagram.com/p/1_cu3DCfhO/"|||#Verti|"592783812620353536"|https://twitter.com/do_0b/status/592783812620353536
islegarv|2015-04-27 00:02|0|0|"@vertiseguros hola quisiera saber cual es la prima mínima para seguros de hogar de verti . Gracias"||@vertiseguros||"592448642398715905"|https://twitter.com/islegarv/status/592448642398715905
alejo_verti|2015-04-20 19:53|0|0|"@RockStrokkker no gracias"||@RockStrokkker||"590211811527548929"|https://twitter.com/alejo_verti/status/590211811527548929
Paula_hxc|2015-04-16 16:13|0|0|"@beruby_es gracias por la gestión con Verti , ya daba por perdido el cashback"||@beruby_es||"588706754692808705"|https://twitter.com/Paula_hxc/status/588706754692808705
SashaDixit|2015-04-15 15:46|0|1|"@EL_Vertiginoso Holaa Verti gracias muy buen día!"||@EL_Vertiginoso||"588337606343135233"|https://twitter.com/SashaDixit/status/588337606343135233
aldoaltamirano|2015-04-10 21:36|0|0|"¡@PapaJohnsPE @Verti _Gurls gracias por seguirme! via http:// uapp.ly"||@PapaJohnsPE @Verti||"586613843477954560"|https://twitter.com/aldoaltamirano/status/586613843477954560
YunaBlackFP|2015-04-08 00:00|0|0|"@MalfoyFP *Aquella venganza me iba a saber muy dulce. Gracias a mi tío había conseguido algo para poder asustar a Malfoy. Vertí el pelo >"||@MalfoyFP||"585562917292105731"|https://twitter.com/YunaBlackFP/status/585562917292105731
Jacintopingo|2015-04-07 19:07|1|0|"@CarlosPachonCor @cachasa6 gran foto gracias ! Éste es el equipo con el gran Verti , que perdió la final de C.L.en 1996 frente a @CARPoficial"||@CarlosPachonCor @cachasa6 @CARPoficial||"585489047155531776"|https://twitter.com/Jacintopingo/status/585489047155531776
Verti_777|2015-04-01 03:14|0|0|"Porque tu haces que el partido sea tan pero tan bueno de ver gracias @martinolimx eres la onda"||@martinolimx||"583074865277632512"|https://twitter.com/Verti_777/status/583074865277632512
mamuliona|2015-03-30 03:21|0|1|"@EL_Vertiginoso Gracias , Verti ! Otro para vos :))"||@EL_Vertiginoso||"582351845315768320"|https://twitter.com/mamuliona/status/582351845315768320
JorgeSanzio|2015-03-23 19:56|0|0|"Y odio los putos anuncios de verti . Son RIDICULOS y NO TIENEN ni puta gracia joder. Se gastan un paston en hacerlos y el narrador da pena"||||"580080637182246912"|https://twitter.com/JorgeSanzio/status/580080637182246912
AlbertoCdP|2015-03-22 19:26|0|0|"@SpotifyAyuda ¡ Gracias ! Ah, y si tengo que elegir entre anuncios de Verti o de electrolatinos, prefiero los electrolatinos. ;)"||@SpotifyAyuda||"579710813340102656"|https://twitter.com/AlbertoCdP/status/579710813340102656
gurrinyiyi|2015-03-17 20:31|0|0|"Este es mi Código Plan Amigos de Verti , para ser recomendador: N100830Z04574R. Gracias"||||"577915150721773568"|https://twitter.com/gurrinyiyi/status/577915150721773568
SkylineWill__|2015-03-16 19:52|0|1|"" Gracias por mirar este anuncio. ¡Disfruta de tus 30 minutos sin anuncios!" ... Y justo 2 seg., anuncio de Verti Seguros. Gracias @Spotify ."||@Spotify||"577543004908580864"|https://twitter.com/SkylineWill__/status/577543004908580864
subcolega|2015-03-10 12:43|0|0|"Código plan amigos de #Verti para que os descuenten 50€ al hacer vuestro seguro: 107510X07019K #Planamigos #Seguros Gracias de antemano"|||#Verti #Planamigos #Seguros|"575260773448085504"|https://twitter.com/subcolega/status/575260773448085504
moyasergi|2015-03-05 20:46|0|1|"@ExpSiniestros gracias , pero el coche ya está en el taller pagado por mí. Nunca más #Verti Lo barato sale caro."||@ExpSiniestros|#Verti|"573570180741251074"|https://twitter.com/moyasergi/status/573570180741251074
delzilenejgui30|2015-03-05 16:38|0|0|"@victoriaruffo31 no cansare d darle las GRACIAS p la oportunidad de verte en ttcam,aunque no fue en vivo.quede muy contenta en Vertí feliz."||@victoriaruffo31||"573507949278183424"|https://twitter.com/delzilenejgui30/status/573507949278183424
delzilenejgui30|2015-03-05 14:13|0|0|"Buenos Días @victoriaruffo31 mil veces gracias por la ttcam , me encanto Vertí feliz y bailando. TQm!!! pic.twitter.com/1Z2VIN0IIM"||@victoriaruffo31||"573471400310280193"|https://twitter.com/delzilenejgui30/status/573471400310280193
Decksastre|2015-03-02 03:09|0|0|"@Verti _Gurls Gracias por seguirme, en breve te devuelvo follow :) #TuitUtil http://www. tuitutil.net"||@Verti|#TuitUtil|"572217104805601280"|https://twitter.com/Decksastre/status/572217104805601280
jjruiz85|2015-03-01 23:20|0|0|"En Verti sabemos lo importante qes tu tiempo. Gracias a la Oficina Internet, podrás gestionar ts seguros Verti las 24horas,q gran mentira"||||"572159562343718912"|https://twitter.com/jjruiz85/status/572159562343718912
Carramolinos|2015-02-26 15:49|0|0|"@amfumero Hola Antonio ¿puedes enviarme tu mail a joseluis.carramolinos@verti.es? Es por un tema de Verti Seguros. Gracias ."||@amfumero @verti||"570958801970593792"|https://twitter.com/Carramolinos/status/570958801970593792
hachedepatricia|2015-02-21 13:16|0|0|"No, espera, que Verti también quiere hacer la gracia con el habla andaluza y el reggaeton en @SpotifySpain Qué bien, qué bonito."||@SpotifySpain||"569108403412471808"|https://twitter.com/hachedepatricia/status/569108403412471808
PaveloRockstar|2015-02-19 23:15|0|3|"A continuación, les comparto una nota en la que vertí mi orgullo puma para @ChilangoCom . Como siempre, gracias por leer y compartir."||@ChilangoCom||"568534477837742080"|https://twitter.com/PaveloRockstar/status/568534477837742080
Sruizesparza|2015-01-30 03:40|2|1|"“ @retioDF : Asaltando en viaducto y verti , dir sur gracias pic.twitter.com/gEBGdCIc8R — @soydoberman http:// ret.io/report/26504438 ” @ManceraMiguelMX"||@retioDF @soydoberman @ManceraMiguelMX||"560991005772906496"|https://twitter.com/Sruizesparza/status/560991005772906496
the360wookie|2015-01-30 03:21|0|0|"@retioDF @soydoberman @CASPOLICIA_CDMX RT "Asaltando en viaducto y verti , dir sur gracias ""||@retioDF @soydoberman @CASPOLICIA_CDMX||"560986045106253824"|https://twitter.com/the360wookie/status/560986045106253824
soydoberman|2015-01-30 03:12|93|6|"Asaltando en Viaducto y Verti , dir Sur cc @ciudad_segura @OVIALCDMX Gracias @ManceraMiguelMX pic.twitter.com/th9czOPFkB"||@ciudad_segura @OVIALCDMX @ManceraMiguelMX||"560983957320523776"|https://twitter.com/soydoberman/status/560983957320523776
SebaTurchi|2015-01-24 01:58|0|1|"Grazzie @ligabue per la note di ieri! Mai pensato verti in Argentina... Muchas gracias por venir!!!"||@ligabue||"558790812306509824"|https://twitter.com/SebaTurchi/status/558790812306509824
trinisofi|2015-01-21 21:44|0|0|"@verti @sanidadgob Pese a el susto, alegre por contar con los mejores... ¡ Gracias !"||@verti @sanidadgob||"558002141135405058"|https://twitter.com/trinisofi/status/558002141135405058
ocanya23|2015-01-18 22:15|0|0|"Ahorra 50€ en VERTI AUTO y HOGAR con código plan amigos: 102968C08263Z... Gracias por utilizarlo."||||"556922895994486785"|https://twitter.com/ocanya23/status/556922895994486785
SashaDixit|2015-01-12 15:02|0|1|"@EL_Vertiginoso Holaa Verti gracias muy buen día!"||@EL_Vertiginoso||"554639586631372800"|https://twitter.com/SashaDixit/status/554639586631372800
jubefer|2015-01-11 23:32|0|0|"Código descuento VERTI -> 104413C03470L Hasta 50€ al dar de alta seguro online http:// verti.com Gracias por utilizarlo ;)"||||"554405534632525825"|https://twitter.com/jubefer/status/554405534632525825
ocanya23|2015-01-09 15:51|0|0|"Ahorra 50€ en VERTI AUTO y HOGAR con código plan amigos: 102968C08263Z... Gracias por utilizarlo."||||"553564721404977152"|https://twitter.com/ocanya23/status/553564721404977152
SashaDixit|2015-01-06 12:53|0|1|"@EL_Vertiginoso Muchas gracias Verti . .holaaa feliz martes!"||@EL_Vertiginoso||"552432802378305536"|https://twitter.com/SashaDixit/status/552432802378305536
Darth_Viktor|2015-01-05 13:28|0|0|"Ah y Verti me da 3 meses gratis de seguro, pero me cobra otros 9, no veo dónde está la gracia ."||||"552079129471102976"|https://twitter.com/Darth_Viktor/status/552079129471102976
gaviotacocinera|2014-12-30 19:54|0|1|"@EL_Vertiginoso gracias , Verti corazón...."||@EL_Vertiginoso||"550002001988575232"|https://twitter.com/gaviotacocinera/status/550002001988575232
anitarojasg|2014-12-17 19:37|0|0|"@marianoosorio1Oye Mariano C.?otra Gràn Secciòn,era la d Sebastiàn Verti . Grácias x recordarlo!un abraxxo."||@marianoosorio1Oye||"545286651207880704"|https://twitter.com/anitarojasg/status/545286651207880704
camicristofaro|2014-12-15 19:11|0|0|"@LaiSanchez jajaja sisi en una de esas te lo cambie para el sabado pero lo arreglo!! Gracias por ayudarme con la verti hoy... sos lo mas!!"||@LaiSanchez||"544555235688333312"|https://twitter.com/camicristofaro/status/544555235688333312
SERGIOARROYO12|2014-12-14 19:17|0|0|"@marianoosorio1 @vallecarlos que recuerdos y bellos conocimientos con el maestro Sebastián Vertí QPD. Gracias por el programa, excelenteeeee"||@marianoosorio1 @vallecarlos||"544194500240089089"|https://twitter.com/SERGIOARROYO12/status/544194500240089089
filmatu|2014-11-25 20:05|1|0|"Como dicen los de Verti , "déjate de cuentos". https://www. youtube.com/watch?v=hDzoB1 66h-Q … Gracias a los alumnos de #SMMEutokia por el vídeo. #historiasdemarca"|||#SMMEutokia #historiasdemarca|"537321228294709248"|https://twitter.com/filmatu/status/537321228294709248
siento75|2014-11-22 16:25|0|1|"@EL_Vertiginoso Gracias , Verti"||@EL_Vertiginoso||"536178753542844416"|https://twitter.com/siento75/status/536178753542844416
lolu_wuest|2014-11-21 01:44|0|1|"@EL_Vertiginoso genial, gracias Verti"||@EL_Vertiginoso||"535594610173935616"|https://twitter.com/lolu_wuest/status/535594610173935616
AlvaroLamberti|2014-11-18 14:04|0|0|"@vertiseguros Gracias Verti !!"||@vertiseguros||"534693545396158466"|https://twitter.com/AlvaroLamberti/status/534693545396158466
elhijodeltigre1|2014-11-17 20:18|0|0|"@numgratis muchas gracias ,y el numero de verti seguros lo teneis??"||@numgratis||"534425323849662464"|https://twitter.com/elhijodeltigre1/status/534425323849662464
SashaDixit|2014-11-16 15:17|1|1|"@EL_Vertiginoso Holaa Verti gracias muy buen día. ..esperando signo..no?"||@EL_Vertiginoso||"533987239966306304"|https://twitter.com/SashaDixit/status/533987239966306304
siento75|2014-11-10 14:05|0|1|"@EL_Vertiginoso gracias , Verti !!!!! Este finde arranqué con tutti. Sólo necesito volver a las caminatas. El cuerpo me lo pide. Buen día!!!!!"||@EL_Vertiginoso||"531794664589131776"|https://twitter.com/siento75/status/531794664589131776
melena_cabezas|2014-11-06 22:55|0|0|"Muchas gracias a Verti Seguros. Soy la invitada VIP mañana en el concierto "POR ELLAS". Mis invitados y yo vamos a disfrutar a tope!!!."||||"530478717194489856"|https://twitter.com/melena_cabezas/status/530478717194489856
waltercmartin|2014-11-04 17:57|0|1|"@Nahilaok una twt como vos, solamente salu2 ? Jaja, esperaba un gracias x el halago q verti"||@Nahilaok||"529678923844841474"|https://twitter.com/waltercmartin/status/529678923844841474
VErnestHM|2014-10-26 19:30|0|1|"@Esthef_OM Muchas vertigracias , eres la vertimejor, ¡qué vertitengas un vertiexcelente fin de vertisemana! #LOL"||@Esthef_OM|#LOL|"526440825572827136"|https://twitter.com/VErnestHM/status/526440825572827136
MonaChitaEli|2014-10-19 15:17|0|1|"@EL_Vertiginoso Gracias Verti :)"||@EL_Vertiginoso||"523825229370753026"|https://twitter.com/MonaChitaEli/status/523825229370753026
SashaDixit|2014-10-11 21:03|0|1|"@EL_Vertiginoso Holaa Verti gracias muy buen finde..ayer te estuve x escribir y no se q pasó. .jajaaa"||@EL_Vertiginoso||"521013334217613314"|https://twitter.com/SashaDixit/status/521013334217613314
jordiprix|2014-10-08 12:23|0|0|"Código PLAN AMIGO VERTI 50€ --> 103447J08569T Aquí os dejo mi código para ahorrar 50€. GRACIAS . #planamigoverti #planamigo #verti"|||#planamigoverti #planamigo #verti|"519795322344996864"|https://twitter.com/jordiprix/status/519795322344996864
